molecule_chembl_id,target_chembl_id,target_pref_name,standard_type,standard_relation,standard_value,standard_units,assay_chembl_id,assay_type,assay_description,document_chembl_id,readout,smiles,pActivity
CHEMBL2431617,CHEMBL5963,Proteinase-activated receptor 2,IC50,=,10000.0,nM,CHEMBL3757296,B,Antagonist activity at PAR2 in human HT-29 cells assessed as inhibition of trypsin-induced ca2+ release preincubated for 15 mins measured after 1 hr by FLIPR assay,CHEMBL3751717,IC50,CC[C@H](C)[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccno1)C(=O)N1CCC2(C=Cc3ccccc32)CC1,5.0
CHEMBL2431617,CHEMBL5963,Proteinase-activated receptor 2,IC50,=,9600.0,nM,CHEMBL3757296,B,Antagonist activity at PAR2 in human HT-29 cells assessed as inhibition of trypsin-induced ca2+ release preincubated for 15 mins measured after 1 hr by FLIPR assay,CHEMBL3751717,IC50,CC[C@H](C)[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccno1)C(=O)N1CCC2(C=Cc3ccccc32)CC1,5.017728766960431
CHEMBL3752235,CHEMBL5963,Proteinase-activated receptor 2,IC50,=,1258.93,nM,CHEMBL3757294,B,Antagonist activity at PAR2 in human HT-29 cells assessed as inhibition of 2f-LIGRLO-NH2-induced ca2+ release preincubated for 15 mins measured after 1 hr by FLIPR assay,CHEMBL3751717,IC50,CCC(C)Oc1ccccc1CNC(=O)[C@@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccno1)[C@@H](C)CC,5.899998417198648
CHEMBL3752235,CHEMBL5963,Proteinase-activated receptor 2,IC50,=,1000.0,nM,CHEMBL3757294,B,Antagonist activity at PAR2 in human HT-29 cells assessed as inhibition of 2f-LIGRLO-NH2-induced ca2+ release preincubated for 15 mins measured after 1 hr by FLIPR assay,CHEMBL3751717,IC50,CCC(C)Oc1ccccc1CNC(=O)[C@@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccno1)[C@@H](C)CC,6.0
CHEMBL2431717,CHEMBL5963,Proteinase-activated receptor 2,IC50,=,501.19,nM,CHEMBL3757294,B,Antagonist activity at PAR2 in human HT-29 cells assessed as inhibition of 2f-LIGRLO-NH2-induced ca2+ release preincubated for 15 mins measured after 1 hr by FLIPR assay,CHEMBL3751717,IC50,CC[C@H](C)[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccno1)C(=O)NCc1ccccc1OC,6.299997602857746
CHEMBL2431717,CHEMBL5963,Proteinase-activated receptor 2,IC50,=,500.0,nM,CHEMBL3757294,B,Antagonist activity at PAR2 in human HT-29 cells assessed as inhibition of 2f-LIGRLO-NH2-induced ca2+ release preincubated for 15 mins measured after 1 hr by FLIPR assay,CHEMBL3751717,IC50,CC[C@H](C)[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccno1)C(=O)NCc1ccccc1OC,6.301029995663981
CHEMBL2431617,CHEMBL5963,Proteinase-activated receptor 2,IC50,=,1258.93,nM,CHEMBL3757294,B,Antagonist activity at PAR2 in human HT-29 cells assessed as inhibition of 2f-LIGRLO-NH2-induced ca2+ release preincubated for 15 mins measured after 1 hr by FLIPR assay,CHEMBL3751717,IC50,CC[C@H](C)[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccno1)C(=O)N1CCC2(C=Cc3ccccc32)CC1,5.899998417198648
CHEMBL2431617,CHEMBL5963,Proteinase-activated receptor 2,IC50,=,1000.0,nM,CHEMBL3757294,B,Antagonist activity at PAR2 in human HT-29 cells assessed as inhibition of 2f-LIGRLO-NH2-induced ca2+ release preincubated for 15 mins measured after 1 hr by FLIPR assay,CHEMBL3751717,IC50,CC[C@H](C)[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccno1)C(=O)N1CCC2(C=Cc3ccccc32)CC1,6.0
CHEMBL5273903,CHEMBL5963,Proteinase-activated receptor 2,IC50,=,0.7,nM,CHEMBL5237491,B,Inhibition of PAR2 expressed in human HT-29 cells incubated for 30 mins by FLIPR Tetra system method,CHEMBL5236558,IC50,CC(C)c1cc(-c2ccc(F)cc2)nn2cc(C(=O)N3CCN(C(=O)[C@H](O)CC(C)(C)C)[C@@H](C)C3)nc12,9.154901959985743
CHEMBL5431335,CHEMBL5963,Proteinase-activated receptor 2,IC50,=,23.0,nM,CHEMBL5326190,B,Antagonist activity at PAR2 (unknown origin) expressed in human 1321N1 cells,CHEMBL5325412,IC50,CC(C1CCCCC1)n1c(-c2cc3c(cc2Br)OCO3)nc2cc(C(=O)Nc3ccc(C#N)cc3)ccc21,7.638272163982407
CHEMBL5404935,CHEMBL5963,Proteinase-activated receptor 2,IC50,=,90.0,nM,CHEMBL5388674,B,Antagonist activity at PAR2 (unknown origin),CHEMBL5385908,IC50,C[C@@H](c1ccccc1)n1c(-c2cc3c(cc2Br)OCO3)nc2cc(C(=O)Nc3ccccc3)ccc21,7.045757490560675
CHEMBL4128763,CHEMBL5963,Proteinase-activated receptor 2,IC50,=,23.0,nM,CHEMBL5388674,B,Antagonist activity at PAR2 (unknown origin),CHEMBL5385908,IC50,C[C@@H](C1CCCCC1)n1c(-c2cc3c(cc2Br)OCO3)nc2cc(C(=O)Nc3ccc(C#N)cc3)ccc21,7.638272163982407
CHEMBL2431718,CHEMBL5963,Proteinase-activated receptor 2,EC50,=,8000.0,nM,CHEMBL2434653,B,Agonist activity at PAR2 in human platelets by platelet aggregation assay in presence of SFLLRN,CHEMBL2429713,EC50,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,5.096910013008056
CHEMBL494502,CHEMBL5963,Proteinase-activated receptor 2,EC50,=,30.0,nM,CHEMBL2432079,B,Agonist activity at human PAR2 expressed in HEK293T cells assessed as stimulation of cell proliferation after 5 days by beta-galactosidase assay,CHEMBL2429713,EC50,C/C(=N\NC(=O)[C@@H]1C(=O)NC[C@H]1c1ccccc1)c1cccc(Br)c1,7.522878745280337
CHEMBL493076,CHEMBL5963,Proteinase-activated receptor 2,EC50,=,200.0,nM,CHEMBL2432079,B,Agonist activity at human PAR2 expressed in HEK293T cells assessed as stimulation of cell proliferation after 5 days by beta-galactosidase assay,CHEMBL2429713,EC50,C/C(=N\NC(=O)C(NC(=O)c1ccccc1)c1n[nH]c(=O)c2ccccc12)c1cccc(Br)c1,6.698970004336019
CHEMBL2431724,CHEMBL5963,Proteinase-activated receptor 2,EC50,=,10.0,nM,CHEMBL2432080,B,Agonist activity at PAR2 in human 16HBE14o- cells assessed as increase in MAPK level,CHEMBL2429713,EC50,CCCCCCCCCCCCCCCC(=O)OCCOCCOCCNCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1csc(N)n1)[C@@H](C)CC)C(N)=O,8.0
CHEMBL238078,CHEMBL5963,Proteinase-activated receptor 2,EC50,=,5000.0,nM,CHEMBL2432082,B,Agonist activity at PAR2 (unknown origin) by cell-based assay,CHEMBL2429713,EC50,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CO)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(N)=O,5.301029995663981
CHEMBL2431716,CHEMBL5963,Proteinase-activated receptor 2,EC50,=,2200.0,nM,CHEMBL3867402,B,Agonist activity at human PAR2 expressed in CHO cells assessed as induction of ERK1/2 phosphorylation incubated for 10 mins measured after 2 hrs,CHEMBL3865852,EC50,CC[C@H](C)[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccno1)C(=O)N1CCC(c2ccccc2)CC1,5.657577319177793
CHEMBL2431716,CHEMBL5963,Proteinase-activated receptor 2,EC50,=,1995.26,nM,CHEMBL3867402,B,Agonist activity at human PAR2 expressed in CHO cells assessed as induction of ERK1/2 phosphorylation incubated for 10 mins measured after 2 hrs,CHEMBL3865852,EC50,CC[C@H](C)[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccno1)C(=O)N1CCC(c2ccccc2)CC1,5.700000503883016
